name	term	lev	seq	value
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000014031	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000014252	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000014844	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000015124	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000015751	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000015755	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000015854	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000015985	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000016257	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000016322	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000016361	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000016778	1
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000016836	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000016986	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000017337	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000017339	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000017404	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000017710	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000017924	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000018096	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000018566	1
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000019096	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000019145	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000019343	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000019839	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000020361	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000020429	1
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000020580	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000021073	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000021766	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000022991	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000023503	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000023778	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000024499	1
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000024616	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000024618	0
"translation regulator activity"	GO:0045182;GO:0008135;GO:0090079	1	ENSAPEG00000024651	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000000804	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000000874	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000000924	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000002342	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000005685	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000005811	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000008112	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000008597	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000009634	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000011807	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000012708	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000013251	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000013281	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000013306	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000013991	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000017979	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000019918	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000019943	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000020443	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000020464	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000020489	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000022144	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000023578	0
"G-protein beta/gamma-subunit complex binding"	GO:0031683	3	ENSAPEG00000023595	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000000481	1
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000009693	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000009745	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000010677	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000014070	1
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000017163	1
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000018482	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000022590	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000022628	0
"wide pore channel activity"	GO:0022829	2	ENSAPEG00000024446	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000000456	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000001373	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000001889	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000001899	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000002188	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000002374	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000003055	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000003790	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000004052	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000004468	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000004517	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000006619	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000007470	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000007768	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000007857	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000008495	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000011940	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000012772	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000015534	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000017800	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000018197	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000019588	1
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000020347	0
"neuropeptide receptor activity"	GO:0008188	2	ENSAPEG00000022245	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000055	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000108	1
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000340	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000744	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000747	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000865	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001002	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001134	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001262	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001280	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001287	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001352	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001678	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001731	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001838	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002028	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002539	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002559	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002622	1
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002807	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003195	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003251	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000004480	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000004488	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000004622	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000004635	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000004655	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000005132	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000005277	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000005301	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000005983	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000006171	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000006553	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000006660	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000006700	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000006972	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000007032	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000007644	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000008018	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000008405	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000008913	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000009062	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000009084	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000009479	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000009870	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000010911	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000012186	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000012207	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000012663	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000013065	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000013203	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000013344	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000013703	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000014574	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000014850	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000015468	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000015821	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000016720	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000017400	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000017675	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018256	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018263	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018547	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018647	1
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018780	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018902	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018970	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000019063	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000019579	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000019672	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020114	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020132	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020218	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020572	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020860	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020863	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020912	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021138	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021607	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021754	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021868	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022048	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022073	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022225	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022615	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022889	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022934	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000023041	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000023133	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000023909	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000024365	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000024619	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000000953	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000001852	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002234	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000002752	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003437	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003497	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003723	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003754	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000003789	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000004540	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000007445	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000007549	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000008586	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000009538	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000009559	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000012878	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000013944	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000014062	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000015139	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000016908	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018132	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000018520	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000019495	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000019845	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000020470	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021508	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021544	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000021951	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000022410	0
"voltage-gated cation channel activity"	GO:0005249;GO:0022843	6	ENSAPEG00000024216	0
"neuropilin binding"	GO:0038191	3	ENSAPEG00000011480	0
"neuropilin binding"	GO:0038191	3	ENSAPEG00000012632	0
"neuropilin binding"	GO:0038191	3	ENSAPEG00000013342	0
"neuropilin binding"	GO:0038191	3	ENSAPEG00000015575	0
"neuropilin binding"	GO:0038191	3	ENSAPEG00000022941	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000003122	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000003912	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000007321	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000015773	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000016030	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000018291	0
"nucleoside transmembrane transporter activity"	GO:0005337	6	ENSAPEG00000018854	1
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000001821	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000005473	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000005872	1
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000006071	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000009252	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000011143	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000013892	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000014827	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000017617	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000020032	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000020528	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000020530	0
"calcium transmembrane transporter activity, phosphorylative mechanism"	GO:0005388	2	ENSAPEG00000021116	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000000674	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000000841	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000001310	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000001360	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000001367	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000001446	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000001720	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000002314	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000003278	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000004030	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000004771	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000005192	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000005326	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000005582	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000005667	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000006122	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000006190	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000006275	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000006580	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000006714	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000007058	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000007139	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000007235	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000007272	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000007820	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000008067	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000008426	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000008455	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000009092	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000010017	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000010133	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000010493	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000010517	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000010530	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000010768	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000011048	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000011049	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000011106	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000011565	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000011844	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000011998	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000012061	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000012142	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000012851	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000012852	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000012882	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000012973	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000013168	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000013388	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000013410	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000013614	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000013724	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000014187	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000014725	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000014829	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000014965	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000015902	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000016076	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000016097	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000016175	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000016837	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000017112	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000017129	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000017284	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000017342	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000017579	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000018273	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000018695	0
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000018985	1
"ubiquitin-like protein ligase activity"	GO:0061630;GO:0061659	2	ENSAPEG00000019319	0
